FORM_ID,ORDEM,SECAO,TIPO,TITULO,DESCRICAO,OBRIGATORIA,OPCOES_JSON,LINHAS_JSON,COLUNAS_JSON,ESCALA_MIN,ESCALA_MAX,ROTULO_MIN,ROTULO_MAX,RESPOSTAS_CORRETAS_JSON,PONTOS,FEEDBACK_CORRETO,FEEDBACK_INCORRETO,MOSTRAR_OUTRA_OPCAO,NAVEGACAO_JSON
FORM-2026-0016,13,,MULTIPLE_CHOICE,"Sintomas respiratórios (aperto no peito, sufocamento, falta de ar, suspiros etc.)",,TRUE,"[""Ausente"",""Leve"",""Moderada"",""Frequente"",""Muito frequente""]",,,,,,,,,,,FALSE,
FORM-2026-0016,14,,MULTIPLE_CHOICE,"Sintomas gastrointestinais (desconforto, dor abdominal, azia, náusea, alteração intestinal etc.)",,TRUE,"[""Ausente"",""Leve"",""Moderada"",""Frequente"",""Muito frequente""]",,,,,,,,,,,FALSE,
FORM-2026-0016,15,,MULTIPLE_CHOICE,"Sintomas geniturinários (alterações urinárias, menstruais ou sexuais etc.)",,TRUE,"[""Ausente"",""Leve"",""Moderada"",""Frequente"",""Muito frequente""]",,,,,,,,,,,FALSE,
FORM-2026-0016,16,,MULTIPLE_CHOICE,"Sintomas do sistema nervoso autônomo (boca seca, suor, tensão, cefaleia, tontura etc.)",,TRUE,"[""Ausente"",""Leve"",""Moderada"",""Frequente"",""Muito frequente""]",,,,,,,,,,,FALSE,
FORM-2026-0016,17,,MULTIPLE_CHOICE,"Como você percebe seu comportamento enquanto responde (tensão, inquietação, agitação, desconforto etc.)",,TRUE,"[""Ausente"",""Leve"",""Moderada"",""Frequente"",""Muito frequente""]",,,,,,,,,,,FALSE,
FORM-2026-0017,1,,TEXT,Nome completo,Identificação para vínculo clínico.,TRUE,,,,,,,,,,,,FALSE,
FORM-2026-0017,2,,DATE,Data de nascimento,,TRUE,,,,,,,,,,,,FALSE,
FORM-2026-0017,3,,DATE,Data de aplicação do rastreio,,TRUE,,,,,,,,,,,,FALSE,
FORM-2026-0017,4,,MULTIPLE_CHOICE,"1. De um modo geral, estou satisfeito comigo mesmo.",,TRUE,"[""Concordo inteiramente."",""Concordo."",""Discordo."",""Discordo inteiramente""]",,,,,,,,,,,FALSE,
FORM-2026-0017,5,,MULTIPLE_CHOICE,2. Às vezes penso que não sou bom de jeito nenhum.,,TRUE,"[""Concordo inteiramente."",""Concordo."",""Discordo."",""Discordo inteiramente""]",,,,,,,,,,,FALSE,
FORM-2026-0017,6,,MULTIPLE_CHOICE,3. Sinto que tenho uma quantidade de boas qualidades.,,TRUE,"[""Concordo inteiramente."",""Concordo."",""Discordo."",""Discordo inteiramente""]",,,,,,,,,,,FALSE,
FORM-2026-0017,7,,MULTIPLE_CHOICE,4. Sou capaz de fazer as coisas tão bem quanto a maioria das pessoas.,,TRUE,"[""Concordo inteiramente."",""Concordo."",""Discordo."",""Discordo inteiramente""]",,,,,,,,,,,FALSE,
FORM-2026-0017,8,,MULTIPLE_CHOICE,5. Sinto que não tenho muito do que me orgulhar.,,TRUE,"[""Concordo inteiramente."",""Concordo."",""Discordo."",""Discordo inteiramente""]",,,,,,,,,,,FALSE,
FORM-2026-0017,9,,MULTIPLE_CHOICE,"6. Sem dúvidas, às vezes, me sinto inútil.",,TRUE,"[""Concordo inteiramente."",""Concordo."",""Discordo."",""Discordo inteiramente""]",,,,,,,,,,,FALSE,
FORM-2026-0017,10,,MULTIPLE_CHOICE,"7. Sinto que sou uma pessoa de valor, pelo menos, no mesmo nível que as outras.",,TRUE,"[""Concordo inteiramente."",""Concordo."",""Discordo."",""Discordo inteiramente""]",,,,,,,,,,,FALSE,
FORM-2026-0017,11,,MULTIPLE_CHOICE,8. Gostaria de ter mais respeito por mim mesmo.,,TRUE,"[""Concordo inteiramente."",""Concordo."",""Discordo."",""Discordo inteiramente""]",,,,,,,,,,,FALSE,
FORM-2026-0017,12,,MULTIPLE_CHOICE,"9. Considerando todos os aspectos, sinto-me inclinado a sentir que sou um fracasso.",,TRUE,"[""Concordo inteiramente."",""Concordo."",""Discordo."",""Discordo inteiramente""]",,,,,,,,,,,FALSE,
FORM-2026-0017,13,,MULTIPLE_CHOICE,10. Tenho uma atitude positiva em relação a mim mesmo.,,TRUE,"[""Concordo inteiramente."",""Concordo."",""Discordo."",""Discordo inteiramente""]",,,,,,,,,,,FALSE,
